area,ethnic_group,value
Drury,Maori,300
Drury,Pacific,130
Drury,Asian,150
Drury,Middle Eastern/Latin American/African,0
Tamakae,"Total people, ethnic group",2560
Tamakae,European or Other (including New Zealander),2160
Tamakae,Maori,480
Tamakae,Pacific,150
Tamakae,Asian,180
Tamakae,Middle Eastern/Latin American/African,20
Hamilton Estate,"Total people, ethnic group",2610
Hamilton Estate,European or Other (including New Zealander),2070
Hamilton Estate,Maori,660
Hamilton Estate,Pacific,130
Hamilton Estate,Asian,180
Hamilton Estate,Middle Eastern/Latin American/African,20
Drury Rural,"Total people, ethnic group",2890
Drury Rural,European or Other (including New Zealander),2300
Drury Rural,Maori,380
Drury Rural,Pacific,140
Drury Rural,Asian,430
Drury Rural,Middle Eastern/Latin American/African,30
Waiuku Central,"Total people, ethnic group",1360
Waiuku Central,European or Other (including New Zealander),1110
Waiuku Central,Maori,230
Waiuku Central,Pacific,50
Waiuku Central,Asian,130
Waiuku Central,Middle Eastern/Latin American/African,10
Waiuku East,"Total people, ethnic group",1890
Waiuku East,European or Other (including New Zealander),1580
Waiuku East,Maori,440
Waiuku East,Pacific,80
Waiuku East,Asian,100
Waiuku East,Middle Eastern/Latin American/African,10
Kendallvale,"Total people, ethnic group",1090
Kendallvale,European or Other (including New Zealander),980
Kendallvale,Maori,100
Kendallvale,Pacific,30
Kendallvale,Asian,50
Kendallvale,Middle Eastern/Latin American/African,10
Puni,"Total people, ethnic group",1650
Puni,European or Other (including New Zealander),1260
Puni,Maori,220
Puni,Pacific,90
Puni,Asian,250
Puni,Middle Eastern/Latin American/African,10
Ramarama,"Total people, ethnic group",2060
Ramarama,European or Other (including New Zealander),1780
Ramarama,Maori,250
Ramarama,Pacific,110
Ramarama,Asian,150
Ramarama,Middle Eastern/Latin American/African,10
Hunua,"Total people, ethnic group",1390
Hunua,European or Other (including New Zealander),1320
Hunua,Maori,140
Hunua,Pacific,30
Hunua,Asian,40
Hunua,Middle Eastern/Latin American/African,10
Pukekohe North West,"Total people, ethnic group",4920
Pukekohe North West,European or Other (including New Zealander),2800
Pukekohe North West,Maori,1420
Pukekohe North West,Pacific,870
Pukekohe North West,Asian,660
Pukekohe North West,Middle Eastern/Latin American/African,30
Anselmi Ridge,"Total people, ethnic group",2510
Anselmi Ridge,European or Other (including New Zealander),2210
Anselmi Ridge,Maori,190
Anselmi Ridge,Pacific,80
Anselmi Ridge,Asian,230
Anselmi Ridge,Middle Eastern/Latin American/African,30
Pukekohe West,"Total people, ethnic group",5250
Pukekohe West,European or Other (including New Zealander),2990
Pukekohe West,Maori,1670
Pukekohe West,Pacific,720
Pukekohe West,Asian,650
Pukekohe West,Middle Eastern/Latin American/African,80
Cape Hill,"Total people, ethnic group",1620
Cape Hill,European or Other (including New Zealander),1330
Cape Hill,Maori,200
Cape Hill,Pacific,90
Cape Hill,Asian,180
Cape Hill,Middle Eastern/Latin American/African,30
Rosa Birch Park,"Total people, ethnic group",2140
Rosa Birch Park,European or Other (including New Zealander),1630
Rosa Birch Park,Maori,310
Rosa Birch Park,Pacific,90
Rosa Birch Park,Asian,330
Rosa Birch Park,Middle Eastern/Latin American/African,10
Rooseville Park,"Total people, ethnic group",2680
Rooseville Park,European or Other (including New Zealander),2150
Rooseville Park,Maori,420
Rooseville Park,Pacific,170
Rooseville Park,Asian,290
Rooseville Park,Middle Eastern/Latin American/African,40
Cloverlea (Auckland),"Total people, ethnic group",2490
Cloverlea (Auckland),European or Other (including New Zealander),1980
Cloverlea (Auckland),Maori,310
Cloverlea (Auckland),Pacific,120
Cloverlea (Auckland),Asian,360
Cloverlea (Auckland),Middle Eastern/Latin American/African,10
Pukekohe Central,"Total people, ethnic group",400
Pukekohe Central,European or Other (including New Zealander),230
Pukekohe Central,Maori,90
Pukekohe Central,Pacific,60
Pukekohe Central,Asian,60
Pukekohe Central,Middle Eastern/Latin American/African,10
Pukekohe Hospital,"Total people, ethnic group",1700
Pukekohe Hospital,European or Other (including New Zealander),1350
Pukekohe Hospital,Maori,200
Pukekohe Hospital,Pacific,90
Pukekohe Hospital,Asian,280
Pukekohe Hospital,Middle Eastern/Latin American/African,20
Buckland,"Total people, ethnic group",1210
Buckland,European or Other (including New Zealander),990
Buckland,Maori,200
Buckland,Pacific,50
Buckland,Asian,120
Buckland,Middle Eastern/Latin American/African,10
Bombay Hills,"Total people, ethnic group",2060
Bombay Hills,European or Other (including New Zealander),1780
Bombay Hills,Maori,210
Bombay Hills,Pacific,80
Bombay Hills,Asian,190
Bombay Hills,Middle Eastern/Latin American/African,40
Ararimu,"Total people, ethnic group",2180
Ararimu,European or Other (including New Zealander),2060
Ararimu,Maori,180
Ararimu,Pacific,40
Ararimu,Asian,60
Ararimu,Middle Eastern/Latin American/African,10
Colville,"Total people, ethnic group",1520
Colville,European or Other (including New Zealander),1160
Colville,Maori,580
Colville,Pacific,50
Colville,Asian,20
Colville,Middle Eastern/Latin American/African,10
Islands Thames-Coromandel district,"Total people, ethnic group",10
Islands Thames-Coromandel district,European or Other (including New Zealander),10
Islands Thames-Coromandel district,Maori,0
Islands Thames-Coromandel district,Pacific,0
Islands Thames-Coromandel district,Asian,0
Islands Thames-Coromandel district,Middle Eastern/Latin American/African,0
Coromandel,"Total people, ethnic group",1790
Coromandel,European or Other (including New Zealander),1490
Coromandel,Maori,540
Coromandel,Pacific,40
Coromandel,Asian,60
Coromandel,Middle Eastern/Latin American/African,10
Inlets Thames-Coromandel district,"Total people, ethnic group",0
Inlets Thames-Coromandel district,European or Other (including New Zealander),0
Inlets Thames-Coromandel district,Maori,0
Inlets Thames-Coromandel district,Pacific,0
Inlets Thames-Coromandel district,Asian,0
Inlets Thames-Coromandel district,Middle Eastern/Latin American/African,0
Mercury Bay North,"Total people, ethnic group",1660
Mercury Bay North,European or Other (including New Zealander),1580
Mercury Bay North,Maori,190
Mercury Bay North,Pacific,20
Mercury Bay North,Asian,30
Mercury Bay North,Middle Eastern/Latin American/African,10
Whitianga North,"Total people, ethnic group",1530
Whitianga North,European or Other (including New Zealander),1430
Whitianga North,Maori,180
Whitianga North,Pacific,30
Whitianga North,Asian,50
Whitianga North,Middle Eastern/Latin American/African,10
Whitianga South,"Total people, ethnic group",4100
Whitianga South,European or Other (including New Zealander),3690
Whitianga South,Maori,650
Whitianga South,Pacific,80
Whitianga South,Asian,180
Whitianga South,Middle Eastern/Latin American/African,10
Thames Coast,"Total people, ethnic group",1780
Thames Coast,European or Other (including New Zealander),1610
Thames Coast,Maori,340
Thames Coast,Pacific,30
Thames Coast,Asian,40
Thames Coast,Middle Eastern/Latin American/African,10
Cooks Beach-Ferry Landing,"Total people, ethnic group",470
Cooks Beach-Ferry Landing,European or Other (including New Zealander),450
Cooks Beach-Ferry Landing,Maori,30
Cooks Beach-Ferry Landing,Pacific,10
Cooks Beach-Ferry Landing,Asian,10
Cooks Beach-Ferry Landing,Middle Eastern/Latin American/African,0
Mercury Bay South,"Total people, ethnic group",1250
Mercury Bay South,European or Other (including New Zealander),1190
Mercury Bay South,Maori,130
Mercury Bay South,Pacific,20
Mercury Bay South,Asian,20
Mercury Bay South,Middle Eastern/Latin American/African,10
Kauaeranga,"Total people, ethnic group",610
Kauaeranga,European or Other (including New Zealander),540
Kauaeranga,Maori,120
Kauaeranga,Pacific,10
Kauaeranga,Asian,10
Kauaeranga,Middle Eastern/Latin American/African,0
Thames North,"Total people, ethnic group",2020
Thames North,European or Other (including New Zealander),1770
Thames North,Maori,370
Thames North,Pacific,50
Thames North,Asian,130
Thames North,Middle Eastern/Latin American/African,10
Thames Central,"Total people, ethnic group",1080
Thames Central,European or Other (including New Zealander),820
Thames Central,Maori,240
Thames Central,Pacific,30
Thames Central,Asian,90
Thames Central,Middle Eastern/Latin American/African,10
Thames South,"Total people, ethnic group",3470
Thames South,European or Other (including New Zealander),2800
Thames South,Maori,890
Thames South,Pacific,100
Thames South,Asian,210
Thames South,Middle Eastern/Latin American/African,30
Hikuai,"Total people, ethnic group",240
Hikuai,European or Other (including New Zealander),230
Hikuai,Maori,50
Hikuai,Pacific,10
Hikuai,Asian,0
Hikuai,Middle Eastern/Latin American/African,0
Totora-Kopu,"Total people, ethnic group",900
Totora-Kopu,European or Other (including New Zealander),770
Totora-Kopu,Maori,170
Totora-Kopu,Pacific,10
Totora-Kopu,Asian,50
Totora-Kopu,Middle Eastern/Latin American/African,0
Tairua,"Total people, ethnic group",1500
Tairua,European or Other (including New Zealander),1370
Tairua,Maori,180
Tairua,Pacific,30
Tairua,Asian,80
Tairua,Middle Eastern/Latin American/African,10
Pauanui,"Total people, ethnic group",1040
Pauanui,European or Other (including New Zealander),1000
Pauanui,Maori,60
Pauanui,Pacific,10
Pauanui,Asian,30
Pauanui,Middle Eastern/Latin American/African,10
Matatoki-Puriri,"Total people, ethnic group",1080
Matatoki-Puriri,European or Other (including New Zealander),1010
Matatoki-Puriri,Maori,190
Matatoki-Puriri,Pacific,10
Matatoki-Puriri,Asian,10
Matatoki-Puriri,Middle Eastern/Latin American/African,0
Whangamata Rural,"Total people, ethnic group",450
Whangamata Rural,European or Other (including New Zealander),390
Whangamata Rural,Maori,100
Whangamata Rural,Pacific,10
Whangamata Rural,Asian,10
Whangamata Rural,Middle Eastern/Latin American/African,0
Whangamata,"Total people, ethnic group",4180
Whangamata,European or Other (including New Zealander),3830
Whangamata,Maori,670
Whangamata,Pacific,80
Whangamata,Asian,80
Whangamata,Middle Eastern/Latin American/African,10
Miranda-Pukorokoro,"Total people, ethnic group",870
Miranda-Pukorokoro,European or Other (including New Zealander),750
Miranda-Pukorokoro,Maori,250
Miranda-Pukorokoro,Pacific,20
Miranda-Pukorokoro,Asian,20
Miranda-Pukorokoro,Middle Eastern/Latin American/African,0
Hauraki Plains North,"Total people, ethnic group",1190
Hauraki Plains North,European or Other (including New Zealander),1080
Hauraki Plains North,Maori,210
Hauraki Plains North,Pacific,40
Hauraki Plains North,Asian,40
Hauraki Plains North,Middle Eastern/Latin American/African,10
Hauraki Plains East,"Total people, ethnic group",1400
Hauraki Plains East,European or Other (including New Zealander),1290
Hauraki Plains East,Maori,230
Hauraki Plains East,Pacific,10
Hauraki Plains East,Asian,40
Hauraki Plains East,Middle Eastern/Latin American/African,0
Ngatea,"Total people, ethnic group",1500
Ngatea,European or Other (including New Zealander),1350
Ngatea,Maori,250
Ngatea,Pacific,20
Ngatea,Asian,50
Ngatea,Middle Eastern/Latin American/African,0
Hauraki Plains South,"Total people, ethnic group",1600
Hauraki Plains South,European or Other (including New Zealander),1310
Hauraki Plains South,Maori,410
Hauraki Plains South,Pacific,50
Hauraki Plains South,Asian,70
Hauraki Plains South,Middle Eastern/Latin American/African,10
Paeroa Rural,"Total people, ethnic group",1900
Paeroa Rural,European or Other (including New Zealander),1690
Paeroa Rural,Maori,410
Paeroa Rural,Pacific,50
Paeroa Rural,Asian,50
Paeroa Rural,Middle Eastern/Latin American/African,10
Paeroa,"Total people, ethnic group",4400
Paeroa,European or Other (including New Zealander),3340
Paeroa,Maori,1390
Paeroa,Pacific,180
Paeroa,Asian,190
Paeroa,Middle Eastern/Latin American/African,10
Waihi Rural,"Total people, ethnic group",2210
Waihi Rural,European or Other (including New Zealander),2050
Waihi Rural,Maori,360
Waihi Rural,Pacific,40
Waihi Rural,Asian,50
Waihi Rural,Middle Eastern/Latin American/African,10
Waihi North,"Total people, ethnic group",1790
Waihi North,European or Other (including New Zealander),1460
Waihi North,Maori,440
Waihi North,Pacific,90
Waihi North,Asian,80
Waihi North,Middle Eastern/Latin American/African,10
Waihi East,"Total people, ethnic group",1430
Waihi East,European or Other (including New Zealander),1270
Waihi East,Maori,310
Waihi East,Pacific,50
Waihi East,Asian,40
Waihi East,Middle Eastern/Latin American/African,0
Waihi South,"Total people, ethnic group",2350
Waihi South,European or Other (including New Zealander),1890
Waihi South,Maori,560
Waihi South,Pacific,80
Waihi South,Asian,150
Waihi South,Middle Eastern/Latin American/African,10
Aka Aka,"Total people, ethnic group",3170
Aka Aka,European or Other (including New Zealander),2950
Aka Aka,Maori,380
Aka Aka,Pacific,80
Aka Aka,Asian,140
Aka Aka,Middle Eastern/Latin American/African,10
Mangatangi,"Total people, ethnic group",1120
Mangatangi,European or Other (including New Zealander),900
Mangatangi,Maori,210
Mangatangi,Pacific,90
Mangatangi,Asian,40
Mangatangi,Middle Eastern/Latin American/African,20
Tuakau Rural,"Total people, ethnic group",1640
Tuakau Rural,European or Other (including New Zealander),1390
Tuakau Rural,Maori,240
Tuakau Rural,Pacific,60
Tuakau Rural,Asian,140
Tuakau Rural,Middle Eastern/Latin American/African,10
Tuakau North,"Total people, ethnic group",3270
Tuakau North,European or Other (including New Zealander),2380
Tuakau North,Maori,980
Tuakau North,Pacific,240
Tuakau North,Asian,320
Tuakau North,Middle Eastern/Latin American/African,10
